cat_num,enteredby,accn,guid_prefix,identifier_1_value,identifier_1_type,identifier_1_relationship,identifier_2_value,identifier_2_type,agent_1_name,agent_1_role,agent_2_name,agent_2_role,agent_3_name,agent_3_role,agent_4_name,agent_4_role,identification_1,identification_1_order,identification_1_attribute_type_1,identification_1_attribute_value_1,identification_1_agent_1,identification_1_date,identification_1_remark,locality_higher_geog,locality_specific,event_verbatim_locality,event_verbatim_date,event_began_date,event_ended_date,record_event_type,record_event_determiner,record_event_determined_date,record_event_verificationstatus,part_1_name,part_1_condition,part_1_count,part_1_disposition,part_1_remark,part_1_attribute_type_1,part_1_attribute_value_1
2291,jessicatir,48,CRCM:Fish,48-147,institutional catalog number,self,,,J. R. Miller,collector,,,,,,,Catostomus commersonii,1,nature of identification,unknown,J. R. Miller,1948-05-20,,"United States, Minnesota, Mower County",Woodson Creek,"Woodson Creek, Mower Co., Minnesota",20-May-1948,1948-05-20,1948-05-20,collection,J. R. Miller,1948-05-20,,whole organism,unchecked,1,in collection,,preservation,ethanol
2292,jessicatir,48,CRCM:Fish,48-475,institutional catalog number,self,,,Ruth E. Griffith,collector,,,,,,,Richardsonius balteatus,1,nature of identification,unknown,Ruth E. Griffith,1948-10-04,,"United States, Idaho, Latah County",Robinson Lake,"Robinson Lake, Latah Co., Idaho",4-Oct-1948,1948-10-04,1948-10-04,collection,Ruth E. Griffith,1948-10-04,,whole organism,unchecked,1,in collection,,preservation,ethanol
2293,jessicatir,48,CRCM:Fish,48-476,institutional catalog number,self,,,Ruth E. Griffith,collector,,,,,,,Richardsonius balteatus,1,nature of identification,unknown,Ruth E. Griffith,1948-10-04,,"United States, Idaho, Latah County",Robinson Lake,"Robinson Lake, Latah Co., Idaho",4-Oct-1948,1948-10-04,1948-10-04,collection,Ruth E. Griffith,1948-10-04,,whole organism,unchecked,1,in collection,,preservation,ethanol
2299,jessicatir,48,CRCM:Fish,48-477,institutional catalog number,self,,,Ruth E. Griffith,collector,,,,,,,Richardsonius balteatus,1,nature of identification,unknown,Ruth E. Griffith,1948-10-04,,"United States, Idaho, Latah County",Robinson Lake,"Robinson Lake, Latah Co., Idaho",4-Oct-1948,1948-10-04,1948-10-04,collection,Ruth E. Griffith,1948-10-04,,whole organism,unchecked,1,in collection,,preservation,ethanol
2290,jessicatir,48,CRCM:Fish,48-480,institutional catalog number,self,,,Ruth E. Griffith,collector,,,,,,,Catostomus macrocheilus,1,nature of identification,features,Kelly M. Cassidy,2019-08-01,"Determined to be C. columbianus by R. R. Miller in 1950, but has deep cleft in lower lip.. KM Cassidy, 2019, thinks it looks more like C. macrocheilus (deep cleft in lower lip; scales appear to increase in size toward tail), but specimen is very battered. Many scales obscured by fungal growth; dorsal fins partly folded and fragile.  Low confidence in ID.","United States, Washington, Whitman County",Paradise Creek,"Paradise Creek, Whitman Co., Washington",12-Oct-1948,1948-10-12,1948-10-12,collection,Ruth E. Griffith,1948-10-12,,whole organism,unchecked,1,in collection,,preservation,ethanol
19,jessicatir,48,CRCM:Fish,48-481,institutional catalog number,self,,,Ruth E. Griffith,collector,,,,,,,Rhinichthys osculus,1,nature of identification,unknown,Ruth E. Griffith,1948-10-04,,"United States, Idaho, Latah County",Robinson Lake,"Robinson Lake, Latah Co., Idaho",4-Oct-1948,1948-10-04,1948-10-04,collection,Ruth E. Griffith,1948-10-04,,whole organism,unchecked,1,in collection,,preservation,ethanol
1231,jessicatir,48,CRCM:Fish,48-482,institutional catalog number,self,,,Ruth E. Griffith,collector,,,,,,,Rhinichthys osculus,1,nature of identification,unknown,Ruth E. Griffith,1948-10-04,,"United States, Idaho, Latah County",Robinson Lake,"Robinson Lake, Latah Co., Idaho",4-Oct-1948,1948-10-04,1948-10-04,collection,Ruth E. Griffith,1948-10-04,,whole organism,unchecked,1,in collection,,preservation,ethanol
1263,jessicatir,48,CRCM:Fish,48-483,institutional catalog number,self,,,Ruth E. Griffith,collector,,,,,,,Rhinichthys osculus,1,nature of identification,unknown,Ruth E. Griffith,1948-10-04,,"United States, Idaho, Latah County",Robinson Lake,"Robinson Lake, Latah Co., Idaho",4-Oct-1948,1948-10-04,1948-10-04,collection,Ruth E. Griffith,1948-10-04,,whole organism,unchecked,1,in collection,,preservation,ethanol
38,jessicatir,48,CRCM:Fish,48-484,institutional catalog number,self,,,Ruth E. Griffith,collector,,,,,,,Rhinichthys osculus,1,nature of identification,unknown,Ruth E. Griffith,1948-10-04,,"United States, Idaho, Latah County",Robinson Lake,"Robinson Lake, Latah Co., Idaho",4-Oct-1948,1948-10-04,1948-10-04,collection,Ruth E. Griffith,1948-10-04,,whole organism,unchecked,1,in collection,,preservation,ethanol
1178,jessicatir,49,CRCM:Fish,49-127,institutional catalog number,self,,,George F. Hudson,collector,,,,,,,Acrocheilus alutaceus,1,nature of identification,unknown,George F. Hudson,1947-06-06,,"United States, Washington, Whitman County","Snake River, Wawawai","Snake River, Wawawai, Whitman Co., Washington",6-Jun-1947,1947-06-06,1947-06-06,collection,George F. Hudson,1947-06-06,,whole organism,unchecked,1,in collection,,preservation,ethanol
1179,jessicatir,49,CRCM:Fish,49-521,institutional catalog number,self,,,George E. Hudson,collector,,,,,,,Tinca tinca,1,nature of identification,unknown,George E. Hudson,1949-08-25,,"United States, Washington, Pend Oreille County",Davis Lake,"Davis Lake, Pend Oreille Co., Washington",25-Aug-1949,1949-08-25,1949-08-25,collection,George E. Hudson,1949-08-25,,whole organism,unchecked,1,in collection,poisoned with rotenone,preservation,ethanol
95,jessicatir,49,CRCM:Fish,49-522,institutional catalog number,self,,,George E. Hudson,collector,,,,,,,Tinca tinca,1,nature of identification,unknown,George E. Hudson,1949-08-25,,"United States, Washington, Pend Oreille County",Davis Lake,"Davis Lake, Pend Oreille Co., Washington",25-Aug-1949,1949-08-25,1949-08-25,collection,George E. Hudson,1949-08-25,,whole organism,unchecked,1,in collection,poisoned with rotenone,preservation,ethanol
1180,jessicatir,50,CRCM:Fish,50-28,institutional catalog number,self,,,George E. Hudson,collector,,,,,,,Mylocheilus caurinus,1,nature of identification,unknown,George E. Hudson,1949-08-25,,"United States, Washington, Pend Oreille County",Davis Lake,"Davis Lake, Pend Oreille Co., Washington",25-Aug-1949,1949-08-25,1949-08-25,collection,George E. Hudson,1949-08-25,,whole organism,unchecked,1,in collection,,preservation,ethanol
1181,jessicatir,50,CRCM:Fish,50-29,institutional catalog number,self,,,George E. Hudson,collector,,,,,,,Mylocheilus caurinus,1,nature of identification,unknown,George E. Hudson,1949-08-25,,"United States, Washington, Pend Oreille County",Davis Lake,"Davis Lake, Pend Oreille Co., Washington",25-Aug-1949,1949-08-25,1949-08-25,collection,George E. Hudson,1949-08-25,,whole organism,unchecked,1,in collection,,preservation,ethanol
1182,jessicatir,50,CRCM:Fish,50-34,institutional catalog number,self,,,George E. Hudson,collector,,,,,,,Catostomus macrocheilus,1,nature of identification,unknown,George E. Hudson,1949-08-25,,"United States, Washington, Pend Oreille County",Davis Lake,"Davis Lake, Pend Oreille Co., Washington",25-Aug-1949,1949-08-25,1949-08-25,collection,George E. Hudson,1949-08-25,,whole organism,unchecked,1,in collection,,preservation,ethanol
140,jessicatir,50,CRCM:Fish,50-38,institutional catalog number,self,,,C. W. McNeil,collector,,,,,,,Rhinichthys cataractae,1,nature of identification,unknown,C. W. McNeil,1949-09-10,,"United States, Washington, Whitman County",South Fork Palouse River,"Palouse Creek, Pullman, Washington",10-Sep-1949,1949-09-10,1949-09-10,collection,C. W. McNeil,1949-09-10,,whole organism,unchecked,1,in collection,,preservation,ethanol
1171,jessicatir,50,CRCM:Fish,50-67,institutional catalog number,self,,,George E. Hudson,collector,,,,,,,Cyprinus carpio,1,nature of identification,unknown,George E. Hudson,1949-09-10,,"United States, Washington, Lincoln County",10 mi NE Sprague,"10 mi NE Sprague, Lincoln Co., Washington",10-Sep-1949,1949-09-10,1949-09-10,collection,George E. Hudson,1949-09-10,,whole organism,unchecked,1,in collection,poisoned with rotenone,preservation,ethanol
1172,jessicatir,50,CRCM:Fish,50-68,institutional catalog number,self,,,George E. Hudson,collector,,,,,,,Cyprinus carpio,1,nature of identification,unknown,George E. Hudson,1949-09-10,,"United States, Washington, Lincoln County",10 mi NE Sprague,"10 mi NE Sprague, Lincoln Co., Washington",10-Sep-1949,1949-09-10,1949-09-10,collection,George E. Hudson,1949-09-10,,whole organism,unchecked,1,in collection,poisoned with rotenone,preservation,ethanol
1173,jessicatir,50,CRCM:Fish,50-69,institutional catalog number,self,,,George E. Hudson,collector,,,,,,,Cyprinus carpio,1,nature of identification,unknown,George E. Hudson,1949-09-10,,"United States, Washington, Lincoln County",10 mi NE Sprague,"10 mi NE Sprague, Lincoln Co., Washington",10-Sep-1949,1949-09-10,1949-09-10,collection,George E. Hudson,1949-09-10,,whole organism,unchecked,1,in collection,poisoned with rotenone,preservation,ethanol
98,jessicatir,50,CRCM:Fish,50-155,institutional catalog number,self,,,George E. Hudson,collector,,,,,,,Carpiodes carpio,1,nature of identification,unknown,George E. Hudson,1950-06-15,,"United States, Nebraska, Boyd County",Niobrara River,"Niobrara River, Boyd Co., Nebraska",15-Jun-1950,1950-06-15,1950-06-15,collection,George E. Hudson,1950-06-15,,whole organism,unchecked,1,in collection,,preservation,ethanol
99,jessicatir,50,CRCM:Fish,50-156,institutional catalog number,self,,,George E. Hudson,collector,,,,,,,Carpiodes carpio,1,nature of identification,unknown,George E. Hudson,1950-06-15,,"United States, Nebraska, Boyd County",Niobrara River,"Niobrara River, Boyd Co., Nebraska",15-Jun-1950,1950-06-15,1950-06-15,collection,George E. Hudson,1950-06-15,,whole organism,unchecked,1,in collection,,preservation,ethanol
100,jessicatir,50,CRCM:Fish,50-157,institutional catalog number,self,,,George E. Hudson,collector,,,,,,,Carpiodes carpio,1,nature of identification,unknown,George E. Hudson,1950-06-15,,"United States, Nebraska, Boyd County",Niobrara River,"Niobrara River, Boyd Co., Nebraska",15-Jun-1950,1950-06-15,1950-06-15,collection,George E. Hudson,1950-06-15,,whole organism,unchecked,1,in collection,,preservation,ethanol
685,jessicatir,50,CRCM:Fish,50-158,institutional catalog number,self,,,George E. Hudson,collector,,,,,,,Carpiodes carpio,1,nature of identification,unknown,George E. Hudson,1950-06-15,,"United States, Nebraska, Boyd County",Niobrara River,"Niobrara River, Boyd Co., Nebraska",15-Jun-1950,1950-06-15,1950-06-15,collection,George E. Hudson,1950-06-15,,whole organism,unchecked,1,in collection,,preservation,ethanol
287,jessicatir,50,CRCM:Fish,50-165,institutional catalog number,self,,,George E. Hudson,collector,,,,,,,Moxostoma macrolepidotum macrolepidotum,1,nature of identification,unknown,Robert Hrabik,2015-01-23,"Original ID of M. aureolum.  ID of M. macrolepidotum, 23-Jan-2015 by Robert Hrabik, Missouri Department of Conservation, project lead: Fishes of Missouri Book Revision.","United States, Nebraska, Boyd County",Niobrara River,"Niobrara River, Boyd Co., Nebraska",15-Jun-1950,1950-06-15,1950-06-15,collection,George E. Hudson,1950-06-15,,whole organism,unchecked,1,in collection,,preservation,ethanol
101,jessicatir,50,CRCM:Fish,50-166,institutional catalog number,self,,,George E. Hudson,collector,,,,,,,Platygobio gracilis,1,nature of identification,unknown,George E. Hudson,1950-06-15,,"United States, Nebraska, Boyd County",Niobrara River,"Niobrara River, Boyd Co., Nebraska",15-Jun-1950,1950-06-15,1950-06-15,collection,George E. Hudson,1950-06-15,,whole organism,unchecked,1,in collection,,preservation,ethanol
102,jessicatir,50,CRCM:Fish,50-167,institutional catalog number,self,,,George E. Hudson,collector,,,,,,,Platygobio gracilis,1,nature of identification,unknown,George E. Hudson,1950-06-15,,"United States, Nebraska, Boyd County",Niobrara River,"Niobrara River, Boyd Co., Nebraska",15-Jun-1950,1950-06-15,1950-06-15,collection,George E. Hudson,1950-06-15,,whole organism,unchecked,1,in collection,,preservation,ethanol
103,jessicatir,50,CRCM:Fish,50-168,institutional catalog number,self,,,George E. Hudson,collector,,,,,,,Platygobio gracilis,1,nature of identification,unknown,George E. Hudson,1950-06-15,,"United States, Nebraska, Boyd County",Niobrara River,"Niobrara River, Boyd Co., Nebraska",15-Jun-1950,1950-06-15,1950-06-15,collection,George E. Hudson,1950-06-15,,whole organism,unchecked,1,in collection,,preservation,ethanol
104,jessicatir,50,CRCM:Fish,50-169,institutional catalog number,self,,,George E. Hudson,collector,,,,,,,Platygobio gracilis,1,nature of identification,unknown,George E. Hudson,1950-06-15,,"United States, Nebraska, Boyd County",Niobrara River,"Niobrara River, Boyd Co., Nebraska",15-Jun-1950,1950-06-15,1950-06-15,collection,George E. Hudson,1950-06-15,,whole organism,unchecked,1,in collection,,preservation,ethanol
105,jessicatir,50,CRCM:Fish,50-170,institutional catalog number,self,,,George E. Hudson,collector,,,,,,,Platygobio gracilis,1,nature of identification,unknown,George E. Hudson,1950-06-15,,"United States, Nebraska, Boyd County",Niobrara River,"Niobrara River, Boyd Co., Nebraska",15-Jun-1950,1950-06-15,1950-06-15,collection,George E. Hudson,1950-06-15,,whole organism,unchecked,1,in collection,,preservation,ethanol
106,jessicatir,50,CRCM:Fish,50-171,institutional catalog number,self,,,George E. Hudson,collector,,,,,,,Platygobio gracilis,1,nature of identification,unknown,George E. Hudson,1950-06-15,,"United States, Nebraska, Boyd County",Niobrara River,"Niobrara River, Boyd Co., Nebraska",15-Jun-1950,1950-06-15,1950-06-15,collection,George E. Hudson,1950-06-15,,whole organism,unchecked,1,in collection,,preservation,ethanol
1074,jessicatir,51,CRCM:Fish,51-89,institutional catalog number,self,,,Dan L. France,collector,,,,,,,Mylocheilus caurinus,1,nature of identification,unknown,Dan L. France,1950-06-30,,"United States, Washington, Asotin County","Snake River, Clarkston","Snake River, Clarkston, Asotin Co., WA","June, 1950",1950-06-01,1950-06-30,collection,Dan L. France,1950-06-30,,whole organism,unchecked,1,in collection,,preservation,ethanol
1073,jessicatir,52,CRCM:Fish,52-110,institutional catalog number,self,,,Dan L. France,collector,,,,,,,Rhinichthys cataractae,1,nature of identification,unknown,Dan L. France,1952-06-15,,"United States, Idaho, Bonneville County",Palisades Dam,"Palisades Dam, Bonneville Co., Idaho",15-Jun-1952,1952-06-15,1952-06-15,collection,Dan L. France,1952-06-15,,whole organism,unchecked,1,in collection,,preservation,ethanol
1057,jessicatir,52,CRCM:Fish,52-111,institutional catalog number,self,,,Dan L. France,collector,,,,,,,Rhinichthys cataractae,1,nature of identification,unknown,Dan L. France,1952-06-15,,"United States, Idaho, Bonneville County",Palisades Dam,"Palisades Dam, Bonneville Co., Idaho",15-Jun-1952,1952-06-15,1952-06-15,collection,Dan L. France,1952-06-15,,whole organism,unchecked,1,in collection,,preservation,ethanol
134,jessicatir,61,CRCM:Fish,61-322,institutional catalog number,self,CBP-54-92,field number,William L. McNeil,collector,,,,,,,Catostomus columbianus,1,nature of identification,unknown,William L. McNeil,1954-08-05,,"United States, Washington, Grant County","2.5 mi NE Ruff, Rocky Coulee Creek","2.5 mi NE Ruff in Rocky Coulee Creek, Grant Co., Washington",5-Aug-1954,1954-08-05,1954-08-05,collection,William L. McNeil,1954-08-05,,whole organism,unchecked,1,in collection,,preservation,ethanol
135,jessicatir,61,CRCM:Fish,61-323,institutional catalog number,self,CBP-54-92,field number,William L. McNeil,collector,,,,,,,Catostomus columbianus,1,nature of identification,unknown,William L. McNeil,1954-08-05,,"United States, Washington, Grant County","2.5 mi NE Ruff, Rocky Coulee Creek","2.5 mi NE Ruff in Rocky Coulee Creek, Grant Co., Washington",5-Aug-1954,1954-08-05,1954-08-05,collection,William L. McNeil,1954-08-05,,whole organism,unchecked,1,in collection,,preservation,ethanol
332,jessicatir,61,CRCM:Fish,61-324,institutional catalog number,self,CBP-54-92,field number,William L. McNeil,collector,,,,,,,Catostomus columbianus,1,nature of identification,unknown,William L. McNeil,1954-08-05,,"United States, Washington, Grant County","2.5 mi NE Ruff, Rocky Coulee Creek","2.5 mi NE Ruff in Rocky Coulee Creek, Grant Co., Washington",5-Aug-1954,1954-08-05,1954-08-05,collection,William L. McNeil,1954-08-05,,whole organism,unchecked,1,in collection,,preservation,ethanol
